,cases,deaths,bed_occupancy,hospital_ward,co,so2,pm25,pm10,o3,no2,pressure,temperature,humidity,dew,retail and recreation,grocery and pharmacy,parks,transit stations,workplaces,residential,holiday+7d,month,weekday_cat,weekday
2022-01-30,691,9,83.74,3149.0,3.7,0.6,21.0,7.0,14.7,10.1,1014.2,20.0,89.0,18.0,-20.0,26.0,-51.0,-16.0,10.0,7.0,0,1,6,Sunday
2022-01-31,297,17,83.48,3111.0,4.6,0.6,21.0,10.0,10.2,14.2,1014.0,20.8,88.0,19.0,-23.0,28.0,-42.0,-12.0,-6.0,9.0,0,1,0,Monday
2022-02-01,2254,40,83.22,3138.0,3.7,0.6,34.0,13.0,10.2,13.8,1016.1,21.0,89.6,19.0,-20.0,33.0,-31.0,-8.0,-4.0,8.0,0,2,1,Tuesday
2022-02-02,258,61,83.11,3067.0,3.7,0.6,42.0,15.0,9.4,16.0,1018.3,20.3,91.8,18.0,-21.0,31.0,-28.0,-6.0,-1.0,8.0,0,2,2,Wednesday
2022-02-03,3766,84,82.57,3088.0,3.7,0.6,38.0,15.0,10.6,12.4,1018.0,22.0,88.0,19.0,-16.0,42.0,-16.0,-4.0,1.0,7.0,0,2,3,Thursday
2022-02-04,1734,63,82.06,2984.0,4.6,0.6,34.0,14.0,8.6,12.4,1016.0,22.8,82.7,19.0,-12.0,41.0,-4.0,0.0,5.0,6.0,0,2,4,Friday
2022-02-05,1795,43,81.31,2874.0,3.7,0.6,30.0,13.0,11.0,11.5,1014.0,24.0,80.5,19.5,1.0,45.0,-6.0,12.0,16.0,2.0,0,2,5,Saturday
2022-02-06,423,16,80.76,2780.0,2.8,0.6,25.0,10.0,13.9,5.5,1014.0,22.9,83.0,19.0,-6.0,37.0,-8.0,1.0,14.0,3.0,0,2,6,Sunday
2022-02-07,411,4,80.22,2672.0,2.8,1.1,25.0,11.0,15.9,8.7,1016.0,20.0,89.1,18.0,-21.0,31.0,-34.0,-5.0,0.0,7.0,0,2,0,Monday
2022-02-08,1831,65,79.55,2552.0,2.8,0.6,42.0,17.0,15.1,8.3,1016.0,19.0,82.0,16.6,-16.0,35.0,-24.0,-3.0,1.0,6.0,0,2,1,Tuesday
2022-02-09,2223,65,78.63,2498.0,2.8,1.1,42.0,19.0,17.5,8.7,1016.0,19.0,77.0,15.0,-16.0,34.0,-12.0,-1.0,2.0,6.0,0,2,2,Wednesday
2022-02-10,2050,58,77.35,2289.0,2.8,1.1,46.0,18.0,14.7,9.2,1016.0,19.0,78.0,15.0,-12.0,43.0,-9.0,1.0,3.0,5.0,0,2,3,Thursday
2022-02-11,2475,53,76.02,2241.0,2.8,1.1,38.0,16.0,12.6,9.2,1017.0,19.0,82.0,16.0,-13.0,38.0,-4.0,4.0,7.0,5.0,0,2,4,Friday
2022-02-12,2327,37,74.57,2147.0,1.9,1.1,38.0,14.0,14.3,6.4,1017.0,20.0,82.0,17.0,-6.0,34.0,-14.0,10.0,14.0,3.0,0,2,5,Saturday
2022-02-13,355,15,73.28,2066.0,2.8,0.6,34.0,12.0,17.5,6.4,1015.0,21.0,82.0,17.0,-6.0,33.0,15.0,4.0,14.0,2.0,0,2,6,Sunday
2022-02-14,255,11,71.73,1957.0,3.7,1.1,59.0,27.0,22.8,13.8,1014.0,22.0,82.0,18.0,-19.0,29.0,-17.0,-1.0,3.0,5.0,0,2,0,Monday
2022-02-15,1577,45,69.98,1853.0,2.8,1.1,53.0,20.0,17.5,9.2,1017.0,21.0,77.0,18.0,-19.0,30.0,-22.0,-1.0,3.0,5.0,0,2,1,Tuesday
2022-02-16,1667,123,68.4,1839.0,2.8,1.1,53.0,20.0,15.9,9.6,1019.0,20.0,77.0,17.0,-17.0,31.0,-11.0,0.0,5.0,5.0,0,2,2,Wednesday
2022-02-17,1439,133,67.41,1734.0,3.7,0.6,46.0,19.0,14.3,11.9,1016.0,19.0,82.0,16.0,-17.0,33.0,-17.0,1.0,5.0,5.0,0,2,3,Thursday
2022-02-18,1458,63,66.45,1625.0,2.8,1.1,46.0,17.0,14.7,10.6,1013.0,20.0,77.0,16.0,-13.0,37.0,-3.0,4.0,10.0,4.0,0,2,4,Friday
2022-02-19,1458,68,65.56,1559.0,3.7,1.1,50.0,20.0,18.3,11.9,1014.0,22.0,73.0,16.0,-2.0,39.0,-4.0,11.0,17.0,2.0,0,2,5,Saturday
2022-02-20,479,5,64.16,1448.0,3.7,0.6,46.0,17.0,21.2,6.9,1017.0,22.0,68.0,16.0,-9.0,32.0,9.0,1.0,14.0,2.0,0,2,6,Sunday
2022-02-21,94,12,62.66,1397.0,4.6,1.1,55.0,21.0,23.6,17.0,1018.0,24.0,64.0,17.0,-20.0,30.0,-19.0,-1.0,6.0,5.0,0,2,0,Monday
2022-02-22,1411,66,61.08,1307.0,4.6,1.1,70.0,30.0,24.8,18.3,1018.0,23.0,69.0,18.0,-20.0,28.0,-21.0,-2.0,6.0,5.0,0,2,1,Tuesday
2022-02-23,1229,49,59.37,1321.0,4.6,1.1,68.0,31.0,16.3,16.5,1017.0,22.0,78.0,18.0,-21.0,25.0,-17.0,-1.0,7.0,5.0,0,2,2,Wednesday
2022-02-24,1149,45,57.77,1241.0,3.7,1.1,57.0,22.0,17.9,11.0,1019.0,22.0,78.0,17.0,-17.0,37.0,-12.0,1.0,8.0,4.0,0,2,3,Thursday
2022-02-25,733,41,56.15,1197.0,3.7,1.1,57.0,23.0,18.7,9.6,1020.0,22.0,78.0,18.0,-16.0,39.0,-4.0,3.0,11.0,3.0,0,2,4,Friday
2022-02-26,681,46,54.68,1142.0,3.7,1.1,59.0,23.0,21.2,9.6,1020.0,21.5,78.0,17.0,-12.0,34.0,-10.0,7.0,12.0,0.0,0,2,5,Saturday
2022-02-27,169,4,53.24,1071.0,2.8,1.1,63.0,24.0,24.8,6.4,1018.0,22.0,82.0,18.0,-16.0,21.0,9.0,-4.0,12.0,1.0,0,2,6,Sunday
2022-02-28,78,4,51.71,1009.0,3.7,0.6,57.0,25.0,17.1,10.6,1016.0,27.0,54.0,17.0,-24.0,18.0,0.0,-31.0,-43.0,10.0,1,2,0,Monday
2022-03-01,181,37,50.26,951.0,3.7,0.6,53.0,23.0,25.6,8.3,1016.0,25.0,65.0,18.0,-40.0,-1.0,-14.0,-45.0,-56.0,14.0,1,3,1,Tuesday
2022-03-02,278,10,48.98,943.0,4.6,0.6,55.0,20.0,25.2,15.6,1017.0,23.0,78.0,18.0,-26.0,24.0,-21.0,-15.0,-12.0,8.0,1,3,2,Wednesday
2022-03-03,690,31,47.88,896.0,4.6,1.1,65.0,28.0,27.7,14.7,1017.0,23.0,78.0,18.5,-22.0,33.0,-22.0,-2.0,5.0,5.0,1,3,3,Thursday
2022-03-04,661,36,46.61,895.0,5.5,0.6,59.0,24.0,20.8,17.4,1018.0,21.0,88.0,18.0,-21.0,27.0,-22.0,-1.0,9.0,5.0,1,3,4,Friday
2022-03-05,877,88,45.21,847.0,10.0,0.6,70.0,29.0,3.7,22.0,1016.6,22.0,82.0,18.6,-4.0,37.0,-21.0,7.0,16.0,2.0,1,3,5,Saturday
2022-03-06,92,5,44.07,843.0,6.4,0.6,53.0,15.0,9.0,21.5,1016.0,22.0,78.0,18.0,-10.0,32.0,-8.0,-3.0,14.0,2.0,1,3,6,Sunday
2022-03-07,96,2,43.26,820.0,5.5,0.6,61.0,25.0,13.5,23.8,1016.0,23.0,73.0,18.0,-21.0,27.0,-29.0,0.0,7.0,4.0,0,3,0,Monday
2022-03-08,893,29,42.6,800.0,5.5,1.1,72.0,29.0,35.0,20.6,1017.0,23.0,83.0,20.0,-18.0,29.0,-29.0,-1.0,7.0,3.0,0,3,1,Tuesday
2022-03-09,779,37,41.92,792.0,3.7,0.6,68.0,27.0,24.4,12.4,1018.0,22.0,83.0,19.0,-21.0,26.0,-24.0,0.0,8.0,4.0,0,3,2,Wednesday
2022-03-10,806,22,41.03,688.0,4.6,1.1,57.0,23.0,20.4,15.6,1016.0,23.0,73.0,18.0,-18.0,32.0,-26.0,0.0,9.0,3.0,0,3,3,Thursday
2022-03-11,554,22,40.17,662.0,5.5,0.6,38.0,15.0,17.5,18.3,1016.0,24.0,72.3,18.0,-19.0,26.0,-21.0,1.0,13.0,4.0,0,3,4,Friday
2022-03-12,685,2,39.47,659.0,4.6,0.6,34.0,11.0,15.5,9.2,1017.0,22.0,88.0,18.0,-6.0,30.0,-34.0,5.0,15.0,2.0,0,3,5,Saturday
2022-03-13,63,3,38.79,659.0,3.7,0.6,30.0,10.0,6.1,10.6,1018.0,20.5,88.0,19.0,-13.0,26.0,-24.0,-4.0,13.0,3.0,0,3,6,Sunday
2022-03-14,20,2,38.01,624.0,4.6,1.1,42.0,12.0,8.6,14.7,1015.5,21.0,91.0,20.0,-30.0,11.0,-44.0,-4.0,8.0,5.0,0,3,0,Monday
2022-03-15,909,16,37.2,636.0,3.7,0.6,30.0,10.0,9.8,14.2,1016.0,21.0,92.3,20.0,-26.0,18.0,-43.0,-2.0,8.0,4.0,0,3,1,Tuesday
2022-03-16,620,30,36.35,629.0,4.6,0.6,42.0,16.0,10.2,15.1,1016.6,21.1,88.0,20.0,-26.0,17.0,-34.0,-2.0,8.0,5.0,0,3,2,Wednesday
2022-03-17,615,36,35.43,614.0,5.5,0.6,53.0,20.0,11.4,16.5,1017.7,25.5,73.0,19.0,-18.0,31.0,-23.0,2.0,10.0,3.0,0,3,3,Thursday
2022-03-18,540,39,34.49,603.0,6.4,1.1,53.0,24.0,16.3,19.2,1018.0,25.0,74.6,20.0,-18.0,26.0,-15.0,3.0,14.0,3.0,0,3,4,Friday
2022-03-19,474,14,34.46,575.0,5.5,1.1,53.0,22.0,18.3,13.3,1017.3,24.0,78.0,19.0,-7.0,31.0,-27.0,7.0,15.0,1.0,0,3,5,Saturday
2022-03-20,134,14,34.58,526.0,2.8,0.6,21.0,9.0,17.1,3.7,1022.0,18.0,88.0,16.0,-18.0,24.0,-46.0,-9.0,10.0,4.0,0,3,6,Sunday
2022-03-21,13,0,34.75,532.0,2.8,0.6,21.0,12.0,12.2,6.4,1023.0,17.0,82.0,14.0,-25.0,22.0,-37.0,-1.0,10.0,4.0,0,3,0,Monday
2022-03-22,410,21,35.42,525.0,2.8,1.1,30.0,17.0,13.5,7.8,1022.0,18.0,77.0,15.0,-23.0,22.0,-33.0,-1.0,10.0,4.0,0,3,1,Tuesday
